Filename,NDW.eng
ER2_FWAY_C02506_P2Y4W1,66
ER2_FWAY_C02507_P2Y4W1,79
ER2_FWAY_C02551_P2Y4W1,106
ER2_FWAY_C02552_P2Y4W1,60
ER2_FWAY_C02576_P2Y4W1,93
ER2_FWAY_C02579_P2Y4W1,112
ER2_FWAY_C02588_P2Y4W1,83
ER2_FWAY_C02594_P2Y4W1,86
ER2_FWAY_C02596_P2Y4W1,75
ER2_FWAY_C02599_P2Y4W1,87
ER2_FWAY_C02619_P2Y4W1,99
ER2_FWAY_C02626_P2Y4W1,95
ER2_FWAY_C02637_P2Y4W1,63
ER2_FWAY_C02640_P2Y4W1,93
ER2_FWAY_C02645_P2Y4W1,71
ER2_FWAY_C02647_P2Y4W1,108
ER2_FWAY_C02651_P2Y4W1,93
ER2_FWAY_C02661_P2Y4W1,87
ER2_FWAY_C02663_P2Y4W1,77
ER2_FWAY_C02808_P2Y4W1,76
ER2_FWAY_C02834_P2Y4W1,97
ER2_FWAY_C03008_P2Y4W1,87
ER2_FWAY_C03012_P2Y4W1,81
ERK_FGTD_C00015_P2W2,85
ERK_FGTD_C00020_P2W2,119
ERK_FGTD_C00022_P2W2,67
ERK_FGTD_C00026_P2W2,100
ERK_FGTD_C00027_P2W2,65
ERK_FGTD_C00031_P2W2,79
ERK_FGTD_C00048_P2W2,81
ERK_FGTD_C00049_P2W2,97
ERK_FGTD_C00055_P2W2,54
ERK_FGTD_C00067_P2W2,32
ERK_FGTD_C00077_P2W2,63
ERK_FGTD_C00082_P2W2,77
ERK_FGTD_C00090_P2W2,84
ERK_FGTD_C00094_P2W2,79
ERK_FGTD_C00119_P2W2,89
ERK_FGTD_C00125_P2W2,28
ERK_FGTD_C00126_P2W2,67
ERK_FGTD_C00127_P2W2,73
ERK_FGTD_C00135_P2W2,23
ERK_FGTD_C00137_P2W2,51
ERK_FGTD_C00141_P2W2,59
ERK_FGTD_C00142_P2W2,81
ERK_FGTD_C00146_P2W2,46
ERK_FGTD_C00147_P2W2,34
ERK_FGTD_C00148_P2W2,32
ERK_FGTD_C00152_P2W2,50
ERK_FGTD_C00167_P2W2,84
ERK_FGTD_C00172_P2W2,24
ERK_FGTD_C00178_P2W2,62
ERK_FGTD_C00179_P2W2,84
ERK_FGTD_C00182_P2W2,71
ERK_FGTD_C00183_P2W2,121
ERK_FGTD_C00188_P2W2,85
ERK_FGTD_C00189_P2W2,71
ERK_FGTD_C00191_P2W2,67
ERK_FGTD_C00192_P2W2,66
ERK_FGTD_C00198_P2W2,104
ERK_FGTD_C00201_P2W2,64
ERK_FGTD_C00209_P2W2,104
ERK_FGTD_C00226_P2W2,75
ERK_FGTD_C00231_P2W2,123
ERK_FGTD_C00235_P2W2,77
ERK_FGTD_C00237_P2W2,106
ERK_FGTD_C00275_P2W2,143
ERK_FGTD_C00372_P2W2,91
ERK_FGTD_C00375_P2W2,113
ERK_FGTD_C00376_P2W2,44
ERK_FGTD_C00379_P2W2,35
ERK_FGTD_C00384_P2W2,51
ERK_FGTD_C00388_P2W2,62
ERK_FGTD_C00392_P2W2,33
ERK_FGTD_C00393_P2W2,82
ERK_FGTD_C00401_P2W2,115
ERK_FGTD_C00409_P2W2,77
ERK_FGTD_C00423_P2W2,57
ERK_FGTD_C00433_P2W2,86
ERK_FGTD_C00439_P2W2,68
ERK_FGTD_C00445_P2W2,74
ERK_FGTD_C00466_P2W2,57
ERK_FGTD_C00476_P2W2,90
ERK_FGTD_C00503_P2W2,71
ERK_FGTD_C00507_P2W2,111
ERK_FGTD_C00523_P2W2,96
ERK_FGTD_C00552_P2W2,84
ERK_FGTD_C00564_P2W2,96
ERK_FGTD_C00589_P2W2,73
ERK_FGTD_C00598_P2W2,76
ERK_FGTD_C00600_P2W2,69
ERK_FGTD_C00605_P2W2,75
ERK_FGTD_C00633_P2W2,94
ERK_FGTD_C00642_P2W2,103
ERK_FGTD_C00652_P2W2,118
ERK_FGTD_C00657_P2W2,64
ERK_FGTD_C00672_P2W2,97
ERK_FGTD_C00683_P2W2,78
ERK_FGTD_C00692_P2W2,43
ERK_FGTD_C00741_P2W2,108
ERK_FGTD_C00748_P2W2,91
ERK_FGTD_C00753_P2W2,85
ERK_FGTD_C00790_P2W2,86
ERK_FGTD_C00793_P2W2,85
ERK_FGTD_C00826_P2W2,35
ERK_FGTD_C00828_P2W2,77
ERK_FGTD_C00837_P2W2,79
ERK_FGTD_C00853_P2W2,80
ERK_FGTD_C00857_P2W2,39
ERK_FGTD_C00919_P2W2,63
ERK_FGTD_C00931_P2W2,107
ERK_FGTD_C00973_P2W2,75
ERK_FGTD_C00976_P2W2,53
ERK_FGTD_C00992_P2W2,86
ERK_FGTD_C00999_P2W2,63
ERK_FGTD_C01003_P2W2,76
ERK_FGTD_C01006_P2W2,57
ERK_FGTD_C01018_P2W2,52
ERK_FGTD_C01031_P2W2,54
ERK_FGTD_C01053_P2W2,66
ERK_FGTD_C01056_P2W2,72
ERK_FGTD_C01078_P2W2,83
ERK_FGTD_C01094_P2W2,82
ERK_FGTD_C01103_P2W2,84
ERK_FGTD_C01104_P2W2,86
ERK_FGTD_C01108_P2W2,51
ERK_FGTD_C01121_P2W2,86
ERK_FGTD_C01125_P2W2,82
ERK_FGTD_C01127_P2W2,67
ERK_FGTD_C01160_P2W2,67
ERK_FGTD_C01162_P2W2,66
ERK_FGTD_C01171_P2W2,64
ERK_FGTD_C01185_P2W2,33
ERK_FGTD_C01211_P2W2,55
ERK_FGTD_C01222_P2W2,92
ERK_FGTD_C01226_P2W2,95
ERK_FGTD_C01262_P2W2,34
ERK_FGTD_C01265_P2W2,87
ERK_FGTD_C01294_P2W2,71
ERK_FGTD_C01298_P2W2,80
ERK_FGTD_C01336_P2W2,56
ERK_FGTD_C02230_P2W2,91
ERK_FGTD_C02232_P2W2,41
ERK_FGTD_C02234_P2W2,66
ERK_FGTD_C02239_P2W2,19
ERK_FGTD_C02255_P2W2,51
ERK_FGTD_C02262_P2W2,58
ERK_FGTD_C02267_P2W2,67
ERK_FGTD_C02274_P2W2,51
ERK_FGTD_C02276_P2W2,67
ERK_FGTD_C02277_P2W2,40
ERK_FGTD_C02278_P2W2,33
ERK_FGTD_C02279_P2W2,73
ERK_FGTD_C02282_P2W2,75
ERK_FGTD_C02287_P2W2,42
ERK_FGTD_C02295_P2W2,102
ERK_FGTD_C02297_P2W2,129
ERK_FGTD_C02315_P2W2,103
ERK_FGTD_C02325_P2W2,98
ERK_FGTD_C02335_P2W2,96
ERK_FGTD_C02351_P2W2,93
ERK_FGTD_C02352_P2W2,79
ERK_FGTD_C02356_P2W2,68
ERK_FGTD_C02359_P2W2,54
ERK_FGTD_C02363_P2W2,55
ERK_FGTD_C02364_P2W2,44
ERK_FGTD_C02365_P2W2,159
ERK_FGTD_C02368_P2W2,65
ERK_FGTD_C02373_P2W2,53
ERK_FGTD_C02376_P2W2,61
ERK_FGTD_C02378_P2W2,65
ERK_FGTD_C02381_P2W2,70
ERK_FGTD_C02383_P2W2,70
ERK_FGTD_C02384_P2W2,65
ERK_FGTD_C02386_P2W2,68
ERK_FGTD_C02388_P2W2,67
ERK_FGTD_C02389_P2W2,47
ERK_FGTD_C02397_P2W2,62
ERK_FGTD_C02415_P2W2,40
ERK_FGTD_C02416_P2W2,60
ERK_FGTD_C02423_P2W2,59
ERK_FGTD_C02425_P2W2,33
ERK_FGTD_C02426_P2W2,52
ERK_FGTD_C02434_P2W2,58
ERK_FGTD_C02442_P2W2,99
ERK_FGTD_C02443_P2W2,80
ERK_FGTD_C02448_P2W2,121
ERK_FGTD_C02449_P2W2,84
ERK_FGTD_C02450_P2W2,102
ERK_FGTD_C02475_P2W2,100
ERK_FGTD_C02476_P2W2,108
ERK_FGTD_C02478_P2W2,103
ERK_FGTD_C02479_P2W2,62
ERK_FGTD_C02481_P2W2,108
ERK_FGTD_C02482_P2W2,82
ERK_FGTD_C02483_P2W2,59
ERK_FGTD_C02484_P2W2,41
ERK_FGTD_C02488_P2W2,83
ERK_FGTD_C02489_P2W2,59
ERK_FGTD_C02492_P2W2,75
ERK_FGTD_C02493_P2W2,87
ERK_FGTD_C02496_P2W2,68
ERK_FGTD_C02498_P2W2,111
ERK_FGTD_C02502_P2W2,63
ERK_FGTD_C02503_P2W2,69
ERK_FGTD_C02506_P2W2,68
ERK_FGTD_C02507_P2W2,83
ERK_FGTD_C02551_P2W2,77
ERK_FGTD_C02552_P2W2,66
ERK_FGTD_C02576_P2W2,50
ERK_FGTD_C02579_P2W2,75
ERK_FGTD_C02588_P2W2,56
ERK_FGTD_C02594_P2W2,54
ERK_FGTD_C02596_P2W2,67
ERK_FGTD_C02599_P2W2,52
ERK_FGTD_C02619_P2W2,57
ERK_FGTD_C02626_P2W2,29
ERK_FGTD_C02637_P2W2,60
ERK_FGTD_C02640_P2W2,84
ERK_FGTD_C02645_P2W2,58
ERK_FGTD_C02647_P2W2,82
ERK_FGTD_C02651_P2W2,89
ERK_FGTD_C02661_P2W2,44
ERK_FGTD_C02663_P2W2,58
ERK_FGTD_C02808_P2W2,77
ERK_FGTD_C02834_P2W2,84
ERK_FGTD_C03008_P2W2,48
ERK_FGTD_C03012_P2W2,91
ERK_FWAY_C00015_P2W1,73
ERK_FWAY_C00020_P2W1,84
ERK_FWAY_C00022_P2W1,62
ERK_FWAY_C00026_P2W1,48
ERK_FWAY_C00027_P2W1,59
ERK_FWAY_C00031_P2W1,46
ERK_FWAY_C00048_P2W1,28
ERK_FWAY_C00049_P2W1,82
ERK_FWAY_C00055_P2W1,31
ERK_FWAY_C00067_P2W1,25
ERK_FWAY_C00077_P2W1,68
ERK_FWAY_C00082_P2W1,62
ERK_FWAY_C00090_P2W1,55
ERK_FWAY_C00094_P2W1,74
ERK_FWAY_C00119_P2W1,75
ERK_FWAY_C00125_P2W1,21
ERK_FWAY_C00126_P2W1,42
ERK_FWAY_C00127_P2W1,51
ERK_FWAY_C00135_P2W1,30
ERK_FWAY_C00137_P2W1,40
ERK_FWAY_C00141_P2W1,30
ERK_FWAY_C00142_P2W1,72
ERK_FWAY_C00146_P2W1,19
ERK_FWAY_C00147_P2W1,60
ERK_FWAY_C00148_P2W1,47
ERK_FWAY_C00152_P2W1,60
ERK_FWAY_C00167_P2W1,70
ERK_FWAY_C00172_P2W1,18
ERK_FWAY_C00178_P2W1,50
ERK_FWAY_C00179_P2W1,59
ERK_FWAY_C00182_P2W1,39
ERK_FWAY_C00183_P2W1,52
ERK_FWAY_C00188_P2W1,61
ERK_FWAY_C00189_P2W1,39
ERK_FWAY_C00191_P2W1,61
ERK_FWAY_C00192_P2W1,30
ERK_FWAY_C00198_P2W1,69
ERK_FWAY_C00201_P2W1,46
ERK_FWAY_C00209_P2W1,87
ERK_FWAY_C00226_P2W1,53
ERK_FWAY_C00231_P2W1,89
ERK_FWAY_C00235_P2W1,56
ERK_FWAY_C00237_P2W1,44
ERK_FWAY_C00275_P2W1,110
ERK_FWAY_C00372_P2W1,49
ERK_FWAY_C00375_P2W1,58
ERK_FWAY_C00376_P2W1,40
ERK_FWAY_C00379_P2W1,23
ERK_FWAY_C00384_P2W1,23
ERK_FWAY_C00388_P2W1,41
ERK_FWAY_C00392_P2W1,38
ERK_FWAY_C00393_P2W1,51
ERK_FWAY_C00401_P2W1,71
ERK_FWAY_C00409_P2W1,62
ERK_FWAY_C00423_P2W1,52
ERK_FWAY_C00433_P2W1,84
ERK_FWAY_C00439_P2W1,40
ERK_FWAY_C00445_P2W1,75
ERK_FWAY_C00466_P2W1,56
ERK_FWAY_C00476_P2W1,75
ERK_FWAY_C00503_P2W1,95
ERK_FWAY_C00507_P2W1,128
ERK_FWAY_C00523_P2W1,86
ERK_FWAY_C00552_P2W1,64
ERK_FWAY_C00564_P2W1,39
ERK_FWAY_C00589_P2W1,46
ERK_FWAY_C00598_P2W1,64
ERK_FWAY_C00600_P2W1,103
ERK_FWAY_C00605_P2W1,50
ERK_FWAY_C00633_P2W1,92
ERK_FWAY_C00642_P2W1,102
ERK_FWAY_C00652_P2W1,97
ERK_FWAY_C00657_P2W1,56
ERK_FWAY_C00672_P2W1,93
ERK_FWAY_C00683_P2W1,78
ERK_FWAY_C00692_P2W1,23
ERK_FWAY_C00741_P2W1,63
ERK_FWAY_C00748_P2W1,55
ERK_FWAY_C00753_P2W1,56
ERK_FWAY_C00790_P2W1,65
ERK_FWAY_C00793_P2W1,42
ERK_FWAY_C00826_P2W1,36
ERK_FWAY_C00828_P2W1,46
ERK_FWAY_C00837_P2W1,85
ERK_FWAY_C00853_P2W1,93
ERK_FWAY_C00857_P2W1,73
ERK_FWAY_C00919_P2W1,39
ERK_FWAY_C00931_P2W1,81
ERK_FWAY_C00973_P2W1,73
ERK_FWAY_C00976_P2W1,52
ERK_FWAY_C00992_P2W1,65
ERK_FWAY_C00999_P2W1,62
ERK_FWAY_C01003_P2W1,61
ERK_FWAY_C01006_P2W1,47
ERK_FWAY_C01018_P2W1,66
ERK_FWAY_C01031_P2W1,27
ERK_FWAY_C01053_P2W1,26
ERK_FWAY_C01056_P2W1,60
ERK_FWAY_C01078_P2W1,57
ERK_FWAY_C01094_P2W1,71
ERK_FWAY_C01103_P2W1,70
ERK_FWAY_C01104_P2W1,63
ERK_FWAY_C01108_P2W1,38
ERK_FWAY_C01121_P2W1,49
ERK_FWAY_C01125_P2W1,75
ERK_FWAY_C01127_P2W1,30
ERK_FWAY_C01160_P2W1,59
ERK_FWAY_C01162_P2W1,56
ERK_FWAY_C01171_P2W1,51
ERK_FWAY_C01185_P2W1,11
ERK_FWAY_C01211_P2W1,33
ERK_FWAY_C01222_P2W1,55
ERK_FWAY_C01226_P2W1,65
ERK_FWAY_C01262_P2W1,14
ERK_FWAY_C01265_P2W1,62
ERK_FWAY_C01294_P2W1,46
ERK_FWAY_C01298_P2W1,89
ERK_FWAY_C01336_P2W1,42
ERK_FWAY_C02230_P2W1,51
ERK_FWAY_C02232_P2W1,16
ERK_FWAY_C02234_P2W1,34
ERK_FWAY_C02239_P2W1,38
ERK_FWAY_C02255_P2W1,13
ERK_FWAY_C02262_P2W1,71
ERK_FWAY_C02267_P2W1,59
ERK_FWAY_C02274_P2W1,70
ERK_FWAY_C02276_P2W1,44
ERK_FWAY_C02277_P2W1,51
ERK_FWAY_C02278_P2W1,42
ERK_FWAY_C02279_P2W1,71
ERK_FWAY_C02282_P2W1,88
ERK_FWAY_C02287_P2W1,24
ERK_FWAY_C02295_P2W1,80
ERK_FWAY_C02297_P2W1,68
ERK_FWAY_C02315_P2W1,67
ERK_FWAY_C02325_P2W1,72
ERK_FWAY_C02335_P2W1,104
ERK_FWAY_C02351_P2W1,64
ERK_FWAY_C02352_P2W1,63
ERK_FWAY_C02356_P2W1,54
ERK_FWAY_C02359_P2W1,35
ERK_FWAY_C02363_P2W1,47
ERK_FWAY_C02364_P2W1,39
ERK_FWAY_C02365_P2W1,103
ERK_FWAY_C02368_P2W1,28
ERK_FWAY_C02373_P2W1,39
ERK_FWAY_C02376_P2W1,36
ERK_FWAY_C02378_P2W1,65
ERK_FWAY_C02381_P2W1,39
ERK_FWAY_C02383_P2W1,41
ERK_FWAY_C02384_P2W1,52
ERK_FWAY_C02386_P2W1,55
ERK_FWAY_C02388_P2W1,70
ERK_FWAY_C02389_P2W1,54
ERK_FWAY_C02397_P2W1,39
ERK_FWAY_C02415_P2W1,49
ERK_FWAY_C02416_P2W1,39
ERK_FWAY_C02423_P2W1,33
ERK_FWAY_C02425_P2W1,10
ERK_FWAY_C02426_P2W1,44
ERK_FWAY_C02434_P2W1,29
ERK_FWAY_C02442_P2W1,72
ERK_FWAY_C02443_P2W1,36
ERK_FWAY_C02448_P2W1,57
ERK_FWAY_C02449_P2W1,46
ERK_FWAY_C02450_P2W1,106
ERK_FWAY_C02475_P2W1,61
ERK_FWAY_C02476_P2W1,58
ERK_FWAY_C02478_P2W1,56
ERK_FWAY_C02479_P2W1,67
ERK_FWAY_C02481_P2W1,88
ERK_FWAY_C02482_P2W1,87
ERK_FWAY_C02483_P2W1,37
ERK_FWAY_C02484_P2W1,26
ERK_FWAY_C02488_P2W1,78
ERK_FWAY_C02489_P2W1,55
ERK_FWAY_C02492_P2W1,55
ERK_FWAY_C02493_P2W1,64
ERK_FWAY_C02496_P2W1,43
ERK_FWAY_C02498_P2W1,42
ERK_FWAY_C02502_P2W1,41
ERK_FWAY_C02503_P2W1,66
ERK_FWAY_C02506_P2W1,37
ERK_FWAY_C02507_P2W1,77
ERK_FWAY_C02551_P2W1,71
ERK_FWAY_C02552_P2W1,27
ERK_FWAY_C02576_P2W1,15
ERK_FWAY_C02579_P2W1,51
ERK_FWAY_C02588_P2W1,49
ERK_FWAY_C02594_P2W1,43
ERK_FWAY_C02596_P2W1,49
ERK_FWAY_C02599_P2W1,38
ERK_FWAY_C02619_P2W1,49
ERK_FWAY_C02626_P2W1,42
ERK_FWAY_C02637_P2W1,33
ERK_FWAY_C02640_P2W1,64
ERK_FWAY_C02645_P2W1,34
ERK_FWAY_C02647_P2W1,74
ERK_FWAY_C02651_P2W1,56
ERK_FWAY_C02661_P2W1,8
ERK_FWAY_C02663_P2W1,56
ERK_FWAY_C02808_P2W1,50
ERK_FWAY_C02834_P2W1,64
ERK_FWAY_C03008_P2W1,28
ERK_FWAY_C03012_P2W1,74