Filename,NTW.eng
ER2_FWAY_C02551_P2Y4W1,341
ER2_FWAY_C02552_P2Y4W1,205
ER2_FWAY_C02576_P2Y4W1,291
ER2_FWAY_C02579_P2Y4W1,414
ER2_FWAY_C02588_P2Y4W1,307
ER2_FWAY_C02594_P2Y4W1,314
ER2_FWAY_C02596_P2Y4W1,250
ER2_FWAY_C02599_P2Y4W1,265
ER2_FWAY_C02619_P2Y4W1,341
ER2_FWAY_C02626_P2Y4W1,345
ER2_FWAY_C02637_P2Y4W1,170
ER2_FWAY_C02640_P2Y4W1,282
ER2_FWAY_C02645_P2Y4W1,169
ER2_FWAY_C02647_P2Y4W1,302
ER2_FWAY_C02651_P2Y4W1,231
ER2_FWAY_C02661_P2Y4W1,291
ER2_FWAY_C02663_P2Y4W1,269
ER2_FWAY_C02808_P2Y4W1,282
ER2_FWAY_C02834_P2Y4W1,309
ER2_FWAY_C03008_P2Y4W1,310
ER2_FWAY_C03012_P2Y4W1,232
ERK_FGTD_C00015_P2W2,304
ERK_FGTD_C00020_P2W2,428
ERK_FGTD_C00022_P2W2,168
ERK_FGTD_C00026_P2W2,356
ERK_FGTD_C00027_P2W2,200
ERK_FGTD_C00031_P2W2,241
ERK_FGTD_C00048_P2W2,207
ERK_FGTD_C00049_P2W2,266
ERK_FGTD_C00055_P2W2,148
ERK_FGTD_C00067_P2W2,92
ERK_FGTD_C00077_P2W2,184
ERK_FGTD_C00082_P2W2,274
ERK_FGTD_C00090_P2W2,236
ERK_FGTD_C00094_P2W2,328
ERK_FGTD_C00119_P2W2,344
ERK_FGTD_C00125_P2W2,86
ERK_FGTD_C00126_P2W2,186
ERK_FGTD_C00127_P2W2,301
ERK_FGTD_C00135_P2W2,39
ERK_FGTD_C00137_P2W2,148
ERK_FGTD_C00141_P2W2,152
ERK_FGTD_C00142_P2W2,229
ERK_FGTD_C00146_P2W2,118
ERK_FGTD_C00147_P2W2,66
ERK_FGTD_C00148_P2W2,63
ERK_FGTD_C00152_P2W2,144
ERK_FGTD_C00167_P2W2,284
ERK_FGTD_C00172_P2W2,52
ERK_FGTD_C00178_P2W2,123
ERK_FGTD_C00179_P2W2,203
ERK_FGTD_C00182_P2W2,217
ERK_FGTD_C00183_P2W2,364
ERK_FGTD_C00188_P2W2,242
ERK_FGTD_C00189_P2W2,190
ERK_FGTD_C00191_P2W2,207
ERK_FGTD_C00192_P2W2,274
ERK_FGTD_C00198_P2W2,396
ERK_FGTD_C00201_P2W2,170
ERK_FGTD_C00209_P2W2,383
ERK_FGTD_C00226_P2W2,174
ERK_FGTD_C00231_P2W2,430
ERK_FGTD_C00235_P2W2,240
ERK_FGTD_C00237_P2W2,493
ERK_FGTD_C00275_P2W2,543
ERK_FGTD_C00372_P2W2,260
ERK_FGTD_C00375_P2W2,404
ERK_FGTD_C00376_P2W2,140
ERK_FGTD_C00379_P2W2,109
ERK_FGTD_C00384_P2W2,151
ERK_FGTD_C00388_P2W2,156
ERK_FGTD_C00392_P2W2,91
ERK_FGTD_C00393_P2W2,330
ERK_FGTD_C00401_P2W2,339
ERK_FGTD_C00409_P2W2,222
ERK_FGTD_C00423_P2W2,152
ERK_FGTD_C00433_P2W2,256
ERK_FGTD_C00439_P2W2,218
ERK_FGTD_C00445_P2W2,208
ERK_FGTD_C00466_P2W2,182
ERK_FGTD_C00476_P2W2,255
ERK_FGTD_C00503_P2W2,206
ERK_FGTD_C00507_P2W2,303
ERK_FGTD_C00523_P2W2,269
ERK_FGTD_C00552_P2W2,264
ERK_FGTD_C00564_P2W2,274
ERK_FGTD_C00589_P2W2,223
ERK_FGTD_C00598_P2W2,203
ERK_FGTD_C00600_P2W2,140
ERK_FGTD_C00605_P2W2,193
ERK_FGTD_C00633_P2W2,277
ERK_FGTD_C00642_P2W2,319
ERK_FGTD_C00652_P2W2,297
ERK_FGTD_C00657_P2W2,186
ERK_FGTD_C00672_P2W2,314
ERK_FGTD_C00683_P2W2,202
ERK_FGTD_C00692_P2W2,177
ERK_FGTD_C00741_P2W2,327
ERK_FGTD_C00748_P2W2,219
ERK_FGTD_C00753_P2W2,163
ERK_FGTD_C00790_P2W2,212
ERK_FGTD_C00793_P2W2,285
ERK_FGTD_C00826_P2W2,91
ERK_FGTD_C00828_P2W2,218
ERK_FGTD_C00837_P2W2,263
ERK_FGTD_C00853_P2W2,201
ERK_FGTD_C00857_P2W2,85
ERK_FGTD_C00919_P2W2,195
ERK_FGTD_C00931_P2W2,326
ERK_FGTD_C00973_P2W2,210
ERK_FGTD_C00976_P2W2,105
ERK_FGTD_C00992_P2W2,275
ERK_FGTD_C00999_P2W2,167
ERK_FGTD_C01003_P2W2,195
ERK_FGTD_C01006_P2W2,151
ERK_FGTD_C01018_P2W2,115
ERK_FGTD_C01031_P2W2,115
ERK_FGTD_C01053_P2W2,189
ERK_FGTD_C01056_P2W2,255
ERK_FGTD_C01078_P2W2,273
ERK_FGTD_C01094_P2W2,172
ERK_FGTD_C01103_P2W2,288
ERK_FGTD_C01104_P2W2,243
ERK_FGTD_C01108_P2W2,147
ERK_FGTD_C01121_P2W2,275
ERK_FGTD_C01125_P2W2,238
ERK_FGTD_C01127_P2W2,178
ERK_FGTD_C01160_P2W2,221
ERK_FGTD_C01162_P2W2,182
ERK_FGTD_C01171_P2W2,150
ERK_FGTD_C01185_P2W2,105
ERK_FGTD_C01211_P2W2,160
ERK_FGTD_C01222_P2W2,276
ERK_FGTD_C01226_P2W2,306
ERK_FGTD_C01262_P2W2,73
ERK_FGTD_C01265_P2W2,265
ERK_FGTD_C01294_P2W2,201
ERK_FGTD_C01298_P2W2,227
ERK_FGTD_C01336_P2W2,137
ERK_FGTD_C02230_P2W2,476
ERK_FGTD_C02232_P2W2,132
ERK_FGTD_C02234_P2W2,196
ERK_FGTD_C02239_P2W2,37
ERK_FGTD_C02255_P2W2,112
ERK_FGTD_C02262_P2W2,132
ERK_FGTD_C02267_P2W2,197
ERK_FGTD_C02274_P2W2,119
ERK_FGTD_C02276_P2W2,195
ERK_FGTD_C02277_P2W2,88
ERK_FGTD_C02278_P2W2,65
ERK_FGTD_C02279_P2W2,190
ERK_FGTD_C02282_P2W2,219
ERK_FGTD_C02287_P2W2,87
ERK_FGTD_C02295_P2W2,323
ERK_FGTD_C02297_P2W2,377
ERK_FGTD_C02315_P2W2,329
ERK_FGTD_C02325_P2W2,295
ERK_FGTD_C02335_P2W2,309
ERK_FGTD_C02351_P2W2,281
ERK_FGTD_C02352_P2W2,190
ERK_FGTD_C02356_P2W2,248
ERK_FGTD_C02359_P2W2,104
ERK_FGTD_C02363_P2W2,196
ERK_FGTD_C02364_P2W2,133
ERK_FGTD_C02365_P2W2,648
ERK_FGTD_C02368_P2W2,165
ERK_FGTD_C02373_P2W2,115
ERK_FGTD_C02376_P2W2,147
ERK_FGTD_C02378_P2W2,193
ERK_FGTD_C02381_P2W2,194
ERK_FGTD_C02383_P2W2,160
ERK_FGTD_C02384_P2W2,163
ERK_FGTD_C02386_P2W2,183
ERK_FGTD_C02388_P2W2,159
ERK_FGTD_C02389_P2W2,100
ERK_FGTD_C02397_P2W2,194
ERK_FGTD_C02415_P2W2,95
ERK_FGTD_C02416_P2W2,180
ERK_FGTD_C02423_P2W2,164
ERK_FGTD_C02425_P2W2,89
ERK_FGTD_C02426_P2W2,186
ERK_FGTD_C02434_P2W2,140
ERK_FGTD_C02442_P2W2,259
ERK_FGTD_C02443_P2W2,239
ERK_FGTD_C02448_P2W2,363
ERK_FGTD_C02449_P2W2,299
ERK_FGTD_C02450_P2W2,344
ERK_FGTD_C02475_P2W2,319
ERK_FGTD_C02476_P2W2,359
ERK_FGTD_C02478_P2W2,288
ERK_FGTD_C02479_P2W2,153
ERK_FGTD_C02481_P2W2,355
ERK_FGTD_C02482_P2W2,207
ERK_FGTD_C02483_P2W2,141
ERK_FGTD_C02484_P2W2,125
ERK_FGTD_C02488_P2W2,215
ERK_FGTD_C02489_P2W2,123
ERK_FGTD_C02492_P2W2,190
ERK_FGTD_C02493_P2W2,281
ERK_FGTD_C02496_P2W2,211
ERK_FGTD_C02498_P2W2,340
ERK_FGTD_C02502_P2W2,218
ERK_FGTD_C02503_P2W2,208
ERK_FGTD_C02506_P2W2,164
ERK_FGTD_C02507_P2W2,213
ERK_FGTD_C02551_P2W2,194
ERK_FGTD_C02552_P2W2,147
ERK_FGTD_C02576_P2W2,135
ERK_FGTD_C02579_P2W2,234
ERK_FGTD_C02588_P2W2,201
ERK_FGTD_C02594_P2W2,117
ERK_FGTD_C02596_P2W2,204
ERK_FGTD_C02599_P2W2,153
ERK_FGTD_C02619_P2W2,133
ERK_FGTD_C02626_P2W2,69
ERK_FGTD_C02637_P2W2,220
ERK_FGTD_C02640_P2W2,294
ERK_FGTD_C02645_P2W2,186
ERK_FGTD_C02647_P2W2,239
ERK_FGTD_C02651_P2W2,230
ERK_FGTD_C02661_P2W2,93
ERK_FGTD_C02663_P2W2,202
ERK_FGTD_C02808_P2W2,258
ERK_FGTD_C02834_P2W2,244
ERK_FGTD_C03008_P2W2,156
ERK_FGTD_C03012_P2W2,244
ERK_FWAY_C00015_P2W1,214
ERK_FWAY_C00020_P2W1,342
ERK_FWAY_C00022_P2W1,176
ERK_FWAY_C00026_P2W1,139
ERK_FWAY_C00027_P2W1,188
ERK_FWAY_C00031_P2W1,121
ERK_FWAY_C00048_P2W1,75
ERK_FWAY_C00049_P2W1,284
ERK_FWAY_C00055_P2W1,61
ERK_FWAY_C00067_P2W1,48
ERK_FWAY_C00077_P2W1,184
ERK_FWAY_C00082_P2W1,165
ERK_FWAY_C00090_P2W1,132
ERK_FWAY_C00094_P2W1,226
ERK_FWAY_C00119_P2W1,198
ERK_FWAY_C00125_P2W1,40
ERK_FWAY_C00126_P2W1,101
ERK_FWAY_C00127_P2W1,251
ERK_FWAY_C00135_P2W1,75
ERK_FWAY_C00137_P2W1,115
ERK_FWAY_C00141_P2W1,61
ERK_FWAY_C00142_P2W1,246
ERK_FWAY_C00146_P2W1,37
ERK_FWAY_C00147_P2W1,147
ERK_FWAY_C00148_P2W1,101
ERK_FWAY_C00152_P2W1,175
ERK_FWAY_C00167_P2W1,212
ERK_FWAY_C00172_P2W1,35
ERK_FWAY_C00178_P2W1,121
ERK_FWAY_C00179_P2W1,146
ERK_FWAY_C00182_P2W1,87
ERK_FWAY_C00183_P2W1,152
ERK_FWAY_C00188_P2W1,211
ERK_FWAY_C00189_P2W1,73
ERK_FWAY_C00191_P2W1,221
ERK_FWAY_C00192_P2W1,70
ERK_FWAY_C00198_P2W1,226
ERK_FWAY_C00201_P2W1,114
ERK_FWAY_C00209_P2W1,292
ERK_FWAY_C00226_P2W1,129
ERK_FWAY_C00231_P2W1,276
ERK_FWAY_C00235_P2W1,178
ERK_FWAY_C00237_P2W1,93
ERK_FWAY_C00275_P2W1,459
ERK_FWAY_C00372_P2W1,144
ERK_FWAY_C00375_P2W1,136
ERK_FWAY_C00376_P2W1,127
ERK_FWAY_C00379_P2W1,91
ERK_FWAY_C00384_P2W1,96
ERK_FWAY_C00388_P2W1,74
ERK_FWAY_C00392_P2W1,115
ERK_FWAY_C00393_P2W1,194
ERK_FWAY_C00401_P2W1,194
ERK_FWAY_C00409_P2W1,247
ERK_FWAY_C00423_P2W1,105
ERK_FWAY_C00433_P2W1,260
ERK_FWAY_C00439_P2W1,129
ERK_FWAY_C00445_P2W1,209
ERK_FWAY_C00466_P2W1,202
ERK_FWAY_C00476_P2W1,291
ERK_FWAY_C00503_P2W1,287
ERK_FWAY_C00507_P2W1,415
ERK_FWAY_C00523_P2W1,270
ERK_FWAY_C00552_P2W1,156
ERK_FWAY_C00564_P2W1,111
ERK_FWAY_C00589_P2W1,146
ERK_FWAY_C00598_P2W1,228
ERK_FWAY_C00600_P2W1,235
ERK_FWAY_C00605_P2W1,151
ERK_FWAY_C00633_P2W1,255
ERK_FWAY_C00642_P2W1,307
ERK_FWAY_C00652_P2W1,258
ERK_FWAY_C00657_P2W1,155
ERK_FWAY_C00672_P2W1,348
ERK_FWAY_C00683_P2W1,269
ERK_FWAY_C00692_P2W1,105
ERK_FWAY_C00741_P2W1,184
ERK_FWAY_C00748_P2W1,126
ERK_FWAY_C00753_P2W1,137
ERK_FWAY_C00790_P2W1,168
ERK_FWAY_C00793_P2W1,115
ERK_FWAY_C00826_P2W1,82
ERK_FWAY_C00828_P2W1,84
ERK_FWAY_C00837_P2W1,183
ERK_FWAY_C00853_P2W1,254
ERK_FWAY_C00857_P2W1,175
ERK_FWAY_C00919_P2W1,99
ERK_FWAY_C00931_P2W1,221
ERK_FWAY_C00973_P2W1,250
ERK_FWAY_C00976_P2W1,126
ERK_FWAY_C00992_P2W1,155
ERK_FWAY_C00999_P2W1,153
ERK_FWAY_C01003_P2W1,178
ERK_FWAY_C01006_P2W1,116
ERK_FWAY_C01018_P2W1,222
ERK_FWAY_C01031_P2W1,53
ERK_FWAY_C01053_P2W1,78
ERK_FWAY_C01056_P2W1,214
ERK_FWAY_C01078_P2W1,165
ERK_FWAY_C01094_P2W1,183
ERK_FWAY_C01103_P2W1,220
ERK_FWAY_C01104_P2W1,138
ERK_FWAY_C01108_P2W1,80
ERK_FWAY_C01121_P2W1,118
ERK_FWAY_C01125_P2W1,252
ERK_FWAY_C01127_P2W1,106
ERK_FWAY_C01160_P2W1,170
ERK_FWAY_C01162_P2W1,113
ERK_FWAY_C01171_P2W1,120
ERK_FWAY_C01185_P2W1,37
ERK_FWAY_C01211_P2W1,69
ERK_FWAY_C01222_P2W1,187
ERK_FWAY_C01226_P2W1,186
ERK_FWAY_C01262_P2W1,20
ERK_FWAY_C01265_P2W1,127
ERK_FWAY_C01294_P2W1,113
ERK_FWAY_C01298_P2W1,244
ERK_FWAY_C01336_P2W1,153
ERK_FWAY_C02230_P2W1,139
ERK_FWAY_C02232_P2W1,25
ERK_FWAY_C02234_P2W1,92
ERK_FWAY_C02239_P2W1,93
ERK_FWAY_C02255_P2W1,22
ERK_FWAY_C02262_P2W1,200
ERK_FWAY_C02267_P2W1,139
ERK_FWAY_C02274_P2W1,155
ERK_FWAY_C02276_P2W1,142
ERK_FWAY_C02277_P2W1,100
ERK_FWAY_C02278_P2W1,77
ERK_FWAY_C02279_P2W1,197
ERK_FWAY_C02282_P2W1,246
ERK_FWAY_C02287_P2W1,49
ERK_FWAY_C02295_P2W1,241
ERK_FWAY_C02297_P2W1,157
ERK_FWAY_C02315_P2W1,178
ERK_FWAY_C02325_P2W1,209
ERK_FWAY_C02335_P2W1,414
ERK_FWAY_C02351_P2W1,197
ERK_FWAY_C02352_P2W1,149
ERK_FWAY_C02356_P2W1,173
ERK_FWAY_C02359_P2W1,73
ERK_FWAY_C02363_P2W1,116
ERK_FWAY_C02364_P2W1,116
ERK_FWAY_C02365_P2W1,338
ERK_FWAY_C02368_P2W1,51
ERK_FWAY_C02373_P2W1,108
ERK_FWAY_C02376_P2W1,93
ERK_FWAY_C02378_P2W1,154
ERK_FWAY_C02381_P2W1,120
ERK_FWAY_C02383_P2W1,106
ERK_FWAY_C02384_P2W1,159
ERK_FWAY_C02386_P2W1,174
ERK_FWAY_C02388_P2W1,165
ERK_FWAY_C02389_P2W1,134
ERK_FWAY_C02397_P2W1,183
ERK_FWAY_C02415_P2W1,128
ERK_FWAY_C02416_P2W1,116
ERK_FWAY_C02423_P2W1,67
ERK_FWAY_C02425_P2W1,15
ERK_FWAY_C02426_P2W1,177
ERK_FWAY_C02434_P2W1,55
ERK_FWAY_C02442_P2W1,236
ERK_FWAY_C02443_P2W1,90
ERK_FWAY_C02448_P2W1,131
ERK_FWAY_C02449_P2W1,139
ERK_FWAY_C02450_P2W1,270
ERK_FWAY_C02475_P2W1,123
ERK_FWAY_C02476_P2W1,245
ERK_FWAY_C02478_P2W1,130
ERK_FWAY_C02479_P2W1,214
ERK_FWAY_C02481_P2W1,267
ERK_FWAY_C02482_P2W1,239
ERK_FWAY_C02483_P2W1,86
ERK_FWAY_C02484_P2W1,47
ERK_FWAY_C02488_P2W1,221
ERK_FWAY_C02489_P2W1,134
ERK_FWAY_C02492_P2W1,135
ERK_FWAY_C02493_P2W1,138
ERK_FWAY_C02496_P2W1,106
ERK_FWAY_C02498_P2W1,136
ERK_FWAY_C02502_P2W1,84
ERK_FWAY_C02503_P2W1,177
ERK_FWAY_C02506_P2W1,79
ERK_FWAY_C02507_P2W1,206
ERK_FWAY_C02551_P2W1,188
ERK_FWAY_C02552_P2W1,38
ERK_FWAY_C02576_P2W1,25
ERK_FWAY_C02579_P2W1,120
ERK_FWAY_C02588_P2W1,156
ERK_FWAY_C02594_P2W1,87
ERK_FWAY_C02596_P2W1,159
ERK_FWAY_C02599_P2W1,67
ERK_FWAY_C02619_P2W1,120
ERK_FWAY_C02626_P2W1,93
ERK_FWAY_C02637_P2W1,57
ERK_FWAY_C02640_P2W1,199
ERK_FWAY_C02645_P2W1,85
ERK_FWAY_C02647_P2W1,244
ERK_FWAY_C02651_P2W1,122
ERK_FWAY_C02661_P2W1,8
ERK_FWAY_C02663_P2W1,125
ERK_FWAY_C02808_P2W1,123
ERK_FWAY_C02834_P2W1,228
ERK_FWAY_C03008_P2W1,73
ERK_FWAY_C03012_P2W1,202